title	maxNodes	timesteps	depthCategory	sizeVarianceCategory	sizeChangeCategory	dataChangeCategory
wb-DT.DIS.MIDA.CD.dataflat	72	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.DIS.PNGC.CD.dataflat	70	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.DIS.PRVT.CD.dataflat	85	48	Single level	High variance	Spiky size change	Regular data change
wb-DT.INT.PBND.CD.dataflat	68	48	Single level	High variance	Spiky size change	Regular data change
wb-DT.INT.PCBK.CD.dataflat	83	48	Single level	High variance	Spiky size change	Regular data change
wb-DT.INT.PROP.CD.dataflat	89	48	Single level	High variance	Spiky size change	Regular data change
wb-DT.INT.PRVT.CD.dataflat	95	48	Single level	High variance	Spiky size change	Regular data change
wb-DT.IXA.DPPG.CD.dataflat	99	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.IXA.OFFT.CD.dataflat	96	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.IXA.PRVT.CD.dataflat	84	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.NFL.DPNG.CD.dataflat	77	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.NFL.PCBK.CD.dataflat	84	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.NFL.PNGC.CD.dataflat	76	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.NFL.PROP.CD.dataflat	93	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.NFL.PRVT.CD.dataflat	96	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.NFL.RDBC.CD.dataflat	89	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.NFL.RDBN.CD.dataflat	81	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.NFL.UNFP.CD.dataflat	142	38	Single level	High variance	Spiky size change	Regular data change
wb-DT.NFL.WFPG.CD.dataflat	101	48	Single level	High variance	Spiky size change	Regular data change
wb-DT.NTR.PBND.CD.dataflat	69	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.NTR.PCBK.CD.dataflat	86	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.NTR.PROP.CD.dataflat	93	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.ODA.ODAT.XP.ZS.dataflat	97	45	Single level	High variance	Spiky size change	Regular data change
wb-DT.TDS.PBND.CD.dataflat	66	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.TDS.PCBK.CD.dataflat	84	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.TDS.PROP.CD.dataflat	93	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.TDS.PRVT.CD.dataflat	99	47	Single level	High variance	Spiky size change	Regular data change
wb-DT.UND.PRVT.CD.dataflat	82	47	Single level	High variance	Spiky size change	Regular data change
wb-FR.INR.RISK.dataflat	66	58	Single level	High variance	Spiky size change	Regular data change
wb-GC.LBL.TOTL.CN.dataflat	128	46	Single level	High variance	Spiky size change	Regular data change
wb-GC.LBL.TOTL.GD.ZS.dataflat	128	46	Single level	High variance	Spiky size change	Regular data change
wb-GC.NFN.TOTL.GD.ZS.dataflat	142	46	Single level	High variance	Spiky size change	Regular data change
wb-GC.NLD.TOTL.CN.dataflat	138	46	Single level	High variance	Spiky size change	Regular data change
wb-GC.NLD.TOTL.GD.ZS.dataflat	138	46	Single level	High variance	Spiky size change	Regular data change
wb-GC.REV.GOTR.CN.dataflat	131	46	Single level	High variance	Spiky size change	Regular data change
wb-GC.REV.SOCL.CN.dataflat	87	46	Single level	High variance	Spiky size change	Regular data change
wb-NY.ADJ.DMIN.CD.dataflat	129	47	Single level	High variance	Spiky size change	Regular data change
wb-NY.ADJ.DMIN.GN.ZS.dataflat	124	47	Single level	High variance	Spiky size change	Regular data change
wb-NY.GDP.DISC.CN.dataflat	143	58	Single level	High variance	Spiky size change	Regular data change
wb-NY.GDP.MINR.RT.ZS.dataflat	125	47	Single level	High variance	Spiky size change	Regular data change
wb-TM.VAL.MRCH.AL.ZS.dataflat	201	57	Single level	High variance	Spiky size change	Regular data change
wb-TM.VAL.MRCH.R2.ZS.dataflat	205	57	Single level	High variance	Spiky size change	Regular data change
wb-TM.VAL.MRCH.R4.ZS.dataflat	196	57	Single level	High variance	Spiky size change	Regular data change
wb-TM.VAL.MRCH.R5.ZS.dataflat	203	57	Single level	High variance	Spiky size change	Regular data change
wb-TM.VAL.MRCH.R6.ZS.dataflat	205	57	Single level	High variance	Spiky size change	Regular data change
wb-TM.VAL.MRCH.RS.ZS.dataflat	190	57	Single level	High variance	Spiky size change	Regular data change
wb-TX.VAL.MRCH.AL.ZS.dataflat	203	57	Single level	High variance	Spiky size change	Regular data change
wb-TX.VAL.MRCH.OR.ZS.dataflat	205	57	Single level	High variance	Spiky size change	Regular data change
wb-TX.VAL.MRCH.R1.ZS.dataflat	203	57	Single level	High variance	Spiky size change	Regular data change
wb-TX.VAL.MRCH.R2.ZS.dataflat	203	57	Single level	High variance	Spiky size change	Regular data change
wb-TX.VAL.MRCH.R3.ZS.dataflat	202	57	Single level	High variance	Spiky size change	Regular data change
wb-TX.VAL.MRCH.R4.ZS.dataflat	200	57	Single level	High variance	Spiky size change	Regular data change
wb-TX.VAL.MRCH.R5.ZS.dataflat	202	57	Single level	High variance	Spiky size change	Regular data change
wb-TX.VAL.MRCH.R6.ZS.dataflat	203	57	Single level	High variance	Spiky size change	Regular data change
wb-TX.VAL.MRCH.RS.ZS.dataflat	189	57	Single level	High variance	Spiky size change	Regular data change
wb-TX.VAL.TECH.MF.ZS.dataflat	158	29	Single level	High variance	Spiky size change	Regular data change
Movies15M1D	420	454	Single level	High variance	Spiky size change	Spiky data change
wb-AG.CON.FERT.PT.ZS.dataflat	80	15	Single level	High variance	Spiky size change	Spiky data change
wb-BN.CAB.XOKA.CD.dataflat	185	58	Single level	High variance	Spiky size change	Spiky data change
wb-BN.CAB.XOKA.GD.ZS.dataflat	181	58	Single level	High variance	Spiky size change	Spiky data change
wb-BN.FIN.TOTL.CD.dataflat	185	58	Single level	High variance	Spiky size change	Spiky data change
wb-BN.GSR.GNFS.CD.dataflat	185	58	Single level	High variance	Spiky size change	Spiky data change
wb-BN.GSR.MRCH.CD.dataflat	185	58	Single level	High variance	Spiky size change	Spiky data change
wb-BN.KAC.EOMS.CD.dataflat	185	58	Single level	High variance	Spiky size change	Spiky data change
wb-BN.KLT.DINV.CD.dataflat	184	58	Single level	High variance	Spiky size change	Spiky data change
wb-BN.KLT.PTXL.CD.dataflat	171	58	Single level	High variance	Spiky size change	Spiky data change
wb-BN.RES.INCL.CD.dataflat	183	58	Single level	High variance	Spiky size change	Spiky data change
wb-BN.TRF.KOGT.CD.dataflat	166	58	Single level	High variance	Spiky size change	Spiky data change
wb-BX.GRT.TECH.CD.WD.dataflat	176	57	Single level	High variance	Spiky size change	Spiky data change
wb-BX.GSR.INSF.ZS.dataflat	169	58	Single level	High variance	Spiky size change	Spiky data change
wb-BX.KLT.DREM.CD.DT.dataflat	109	47	Single level	High variance	Spiky size change	Spiky data change
wb-BX.PEF.TOTL.CD.WD.dataflat	121	58	Single level	High variance	Spiky size change	Spiky data change
wb-CM.MKT.INDX.ZG.dataflat	82	28	Single level	High variance	Spiky size change	Spiky data change
wb-CM.MKT.TRAD.GD.ZS.dataflat	83	43	Single level	High variance	Spiky size change	Spiky data change
wb-CM.MKT.TRNR.dataflat	78	43	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.AUTL.CD.dataflat	119	56	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.BELL.CD.dataflat	124	57	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.CECL.CD.dataflat	153	57	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.CHEL.CD.dataflat	116	55	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.CZEL.CD.dataflat	104	12	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.DEUL.CD.dataflat	153	57	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.DNKL.CD.dataflat	98	57	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.ESPL.CD.dataflat	127	30	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.FINL.CD.dataflat	122	46	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.FRAL.CD.dataflat	156	57	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.GRCL.CD.dataflat	124	21	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.IRLL.CD.dataflat	96	43	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.ITAL.CD.dataflat	122	57	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.KORL.CD.dataflat	132	29	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.LUXL.CD.dataflat	90	27	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.NLDL.CD.dataflat	144	56	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.NORL.CD.dataflat	119	57	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.NZLL.CD.dataflat	94	45	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.PRTL.CD.dataflat	58	32	Single level	High variance	Spiky size change	Spiky data change
wb-DC.DAC.SWEL.CD.dataflat	125	56	Single level	High variance	Spiky size change	Spiky data change
wb-DT.AMT.DIMF.CD.dataflat	82	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.AMT.MLTC.CD.dataflat	114	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.AMT.PBND.CD.dataflat	37	48	Single level	High variance	Spiky size change	Spiky data change
wb-DT.AMT.PNGB.CD.dataflat	19	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.AXF.DPPG.CD.dataflat	52	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.AXR.DPPG.CD.dataflat	40	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.AXR.OFFT.CD.dataflat	38	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.AXR.PRVT.CD.dataflat	35	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.COM.MIBR.CD.dataflat	46	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.COM.MIDA.CD.dataflat	60	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.COM.PRVT.CD.dataflat	79	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.CUR.EURO.ZS.dataflat	121	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DFR.DPPG.CD.dataflat	56	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DIS.DIMF.CD.dataflat	65	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DIS.IDAG.CD.dataflat	57	48	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DIS.PBND.CD.dataflat	42	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DIS.PCBK.CD.dataflat	67	48	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DIS.PNGB.CD.dataflat	29	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DIS.PROP.CD.dataflat	80	48	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DOD.DECT.CD.CG.dataflat	123	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DOD.DIMF.CD.dataflat	124	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DOD.DSTC.IR.ZS.dataflat	108	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DOD.DSTC.XP.ZS.dataflat	110	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DOD.DSTC.ZS.dataflat	119	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DOD.MDRI.CD.dataflat	72	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DOD.PNGB.CD.dataflat	38	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DOD.RSDL.CD.dataflat	121	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DSB.DPPG.CD.dataflat	9	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DSF.DPPG.CD.dataflat	34	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.DXR.DPPG.CD.dataflat	13	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.INT.DECT.EX.ZS.dataflat	115	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.INT.DIMF.CD.dataflat	123	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.INT.DSTC.CD.dataflat	112	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.INT.PNGB.CD.dataflat	34	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.IXA.DPPG.CD.CG.dataflat	101	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.IXF.DPPG.CD.dataflat	42	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.IXR.DPPG.CD.dataflat	41	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.IXR.OFFT.CD.dataflat	38	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.IXR.PRVT.CD.dataflat	33	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.NFL.BOND.CD.dataflat	56	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.NFL.DSTC.CD.dataflat	113	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.NFL.IFAD.CD.dataflat	109	38	Single level	High variance	Spiky size change	Spiky data change
wb-DT.NFL.IMFC.CD.dataflat	58	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.NFL.IMFN.CD.dataflat	66	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.NFL.MOTH.CD.dataflat	119	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.NFL.NIFC.CD.dataflat	95	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.NFL.PBND.CD.dataflat	53	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.NFL.PNGB.CD.dataflat	31	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.NFL.UNCR.CD.dataflat	108	48	Single level	High variance	Spiky size change	Spiky data change
wb-DT.NTR.PNGB.CD.dataflat	36	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.ODA.ODAT.MP.ZS.dataflat	132	54	Single level	High variance	Spiky size change	Spiky data change
wb-DT.TDS.DECT.EX.ZS.dataflat	117	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.TDS.DIMF.CD.dataflat	124	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.TDS.DPPF.XP.ZS.dataflat	117	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.TDS.DPPG.XP.ZS.dataflat	116	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.TDS.PNGB.CD.dataflat	34	47	Single level	High variance	Spiky size change	Spiky data change
wb-DT.TXR.DPPG.CD.dataflat	51	47	Single level	High variance	Spiky size change	Spiky data change
wb-EN.ATM.NOXE.EG.KT.CE.dataflat	195	40	Single level	High variance	Spiky size change	Spiky data change
wb-FB.AST.NPER.ZS.dataflat	126	18	Single level	High variance	Spiky size change	Spiky data change
wb-FR.INR.DPST.dataflat	138	58	Single level	High variance	Spiky size change	Spiky data change
wb-FR.INR.LEND.dataflat	142	58	Single level	High variance	Spiky size change	Spiky data change
wb-FR.INR.LNDP.dataflat	132	58	Single level	High variance	Spiky size change	Spiky data change
wb-FR.INR.RINR.dataflat	142	57	Single level	High variance	Spiky size change	Spiky data change
wb-GC.AST.TOTL.CN.dataflat	129	46	Single level	High variance	Spiky size change	Spiky data change
wb-GC.AST.TOTL.GD.ZS.dataflat	129	46	Single level	High variance	Spiky size change	Spiky data change
wb-GC.DOD.TOTL.CN.dataflat	63	31	Single level	High variance	Spiky size change	Spiky data change
wb-GC.TAX.EXPT.CN.dataflat	45	46	Single level	High variance	Spiky size change	Spiky data change
wb-GC.TAX.EXPT.ZS.dataflat	45	46	Single level	High variance	Spiky size change	Spiky data change
wb-GC.TAX.OTHR.RV.ZS.dataflat	126	46	Single level	High variance	Spiky size change	Spiky data change
wb-GC.XPN.OTHR.CN.dataflat	121	31	Single level	High variance	Spiky size change	Spiky data change
wb-GC.XPN.OTHR.ZS.dataflat	121	29	Single level	High variance	Spiky size change	Spiky data change
wb-GC.XPN.TRFT.ZS.dataflat	138	46	Single level	High variance	Spiky size change	Spiky data change
wb-IT.NET.USER.ZS.dataflat	205	45	Single level	High variance	Spiky size change	Spiky data change
wb-MS.MIL.MPRT.KD.dataflat	119	58	Single level	High variance	Spiky size change	Spiky data change
wb-NE.CON.PRVT.CN.dataflat	181	58	Single level	High variance	Spiky size change	Spiky data change
wb-NE.CON.PRVT.KD.ZG.dataflat	164	57	Single level	High variance	Spiky size change	Spiky data change
wb-NE.CON.PRVT.PC.KD.ZG.dataflat	163	57	Single level	High variance	Spiky size change	Spiky data change
wb-NE.GDI.FTOT.KD.ZG.dataflat	159	57	Single level	High variance	Spiky size change	Spiky data change
wb-NE.GDI.STKB.CD.dataflat	151	58	Single level	High variance	Spiky size change	Spiky data change
wb-NE.GDI.STKB.CN.dataflat	151	58	Single level	High variance	Spiky size change	Spiky data change
wb-NE.GDI.STKB.KN.dataflat	110	58	Single level	High variance	Spiky size change	Spiky data change
wb-NE.GDI.TOTL.KD.ZG.dataflat	161	57	Single level	High variance	Spiky size change	Spiky data change
wb-NE.GDI.TOTL.KN.dataflat	162	58	Single level	High variance	Spiky size change	Spiky data change
wb-NV.AGR.TOTL.KD.ZG.dataflat	183	57	Single level	High variance	Spiky size change	Spiky data change
wb-NV.FSM.TOTL.CN.dataflat	46	58	Single level	High variance	Spiky size change	Spiky data change
wb-NV.IND.MANF.KD.ZG.dataflat	176	57	Single level	High variance	Spiky size change	Spiky data change
wb-NV.IND.TOTL.KD.ZG.dataflat	184	57	Single level	High variance	Spiky size change	Spiky data change
wb-NV.IND.TOTL.KN.dataflat	184	58	Single level	High variance	Spiky size change	Spiky data change
wb-NV.SRV.TOTL.KD.ZG.dataflat	183	57	Single level	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.DNGY.CD.dataflat	121	47	Single level	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.DNGY.GN.ZS.dataflat	119	47	Single level	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.DRES.GN.ZS.dataflat	162	47	Single level	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.NNAT.GN.ZS.dataflat	162	47	Single level	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.NNTY.KD.ZG.dataflat	150	46	Single level	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.NNTY.PC.KD.ZG.dataflat	150	46	Single level	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.SVNX.GN.ZS.dataflat	151	47	Single level	High variance	Spiky size change	Spiky data change
wb-NY.GDP.COAL.RT.ZS.dataflat	68	47	Single level	High variance	Spiky size change	Spiky data change
wb-NY.GDP.DISC.KN.dataflat	95	58	Single level	High variance	Spiky size change	Spiky data change
wb-NY.GDP.PETR.RT.ZS.dataflat	102	47	Single level	High variance	Spiky size change	Spiky data change
wb-NY.GNP.MKTP.KD.ZG.dataflat	157	57	Single level	High variance	Spiky size change	Spiky data change
wb-NY.GNP.PCAP.KD.ZG.dataflat	157	57	Single level	High variance	Spiky size change	Spiky data change
wb-NY.GSR.NFCY.KN.dataflat	29	58	Single level	High variance	Spiky size change	Spiky data change
wb-NY.TAX.NIND.KN.dataflat	165	58	Single level	High variance	Spiky size change	Spiky data change
wb-NY.TRF.NCTR.KN.dataflat	118	54	Single level	High variance	Spiky size change	Spiky data change
wb-NY.TTF.GNFS.KN.dataflat	163	58	Single level	High variance	Spiky size change	Spiky data change
wb-PX.REX.REER.dataflat	94	54	Single level	High variance	Spiky size change	Spiky data change
wb-SE.SEC.ENRL.UP.TC.ZS.dataflat	89	33	Single level	High variance	Spiky size change	Spiky data change
wb-SE.XPD.TERT.PC.ZS.dataflat	92	40	Single level	High variance	Spiky size change	Spiky data change
wb-SH.XPD.EHEX.CH.ZS.dataflat	144	16	Single level	High variance	Spiky size change	Spiky data change
wb-SH.XPD.EHEX.PC.CD.dataflat	144	16	Single level	High variance	Spiky size change	Spiky data change
wb-SH.XPD.EHEX.PP.CD.dataflat	144	16	Single level	High variance	Spiky size change	Spiky data change
wb-SM.POP.TOTL.ZS.dataflat	212	12	Single level	High variance	Spiky size change	Spiky data change
wb-TM.TAX.MANF.IP.ZS.dataflat	148	29	Single level	High variance	Spiky size change	Spiky data change
wb-TM.TAX.MANF.SR.ZS.dataflat	101	29	Single level	High variance	Spiky size change	Spiky data change
wb-TM.TAX.MRCH.SR.ZS.dataflat	116	29	Single level	High variance	Spiky size change	Spiky data change
wb-TM.TAX.MRCH.WM.AR.ZS.dataflat	159	29	Single level	High variance	Spiky size change	Spiky data change
wb-TM.TAX.TCOM.SR.ZS.dataflat	100	29	Single level	High variance	Spiky size change	Spiky data change
wb-TM.TAX.TCOM.WM.AR.ZS.dataflat	159	29	Single level	High variance	Spiky size change	Spiky data change
wb-TM.TAX.TCOM.WM.FN.ZS.dataflat	159	29	Single level	High variance	Spiky size change	Spiky data change
wb-TM.VAL.MRCH.R1.ZS.dataflat	204	57	Single level	High variance	Spiky size change	Spiky data change
wb-TX.VAL.INSF.ZS.WT.dataflat	169	58	Single level	High variance	Spiky size change	Spiky data change
wb-TX.VAL.MRCH.WR.ZS.dataflat	140	57	Single level	High variance	Spiky size change	Spiky data change
gh-engineering-blogs-m	1	40	Single level	Low variance	Low size change	Low data change
MoviesC4Y90H	360	388	Single level	Low variance	Low size change	Low data change
wb-AG.LND.AGRI.ZS.dataflat	210	55	Single level	Low variance	Low size change	Low data change
wb-AG.LND.FRST.ZS.dataflat	206	26	Single level	Low variance	Low size change	Low data change
wb-AG.PRD.LVSK.XD.dataflat	201	56	Single level	Low variance	Low size change	Low data change
wb-EG.CFT.ACCS.ZS.dataflat	189	17	Single level	Low variance	Low size change	Low data change
wb-EG.ELC.ACCS.RU.ZS.dataflat	201	27	Single level	Low variance	Low size change	Low data change
wb-EG.ELC.ACCS.UR.ZS.dataflat	215	27	Single level	Low variance	Low size change	Low data change
wb-EG.ELC.ACCS.ZS.dataflat	215	27	Single level	Low variance	Low size change	Low data change
wb-EG.FEC.RNEW.ZS.dataflat	202	26	Single level	Low variance	Low size change	Low data change
wb-EN.ATM.CO2E.LF.ZS.dataflat	205	55	Single level	Low variance	Low size change	Low data change
wb-EN.ATM.METH.AG.ZS.dataflat	197	39	Single level	Low variance	Low size change	Low data change
wb-EN.ATM.NOXE.AG.ZS.dataflat	197	39	Single level	Low variance	Low size change	Low data change
wb-EN.ATM.PM25.MC.T3.ZS.dataflat	171	11	Single level	Low variance	Low size change	Low data change
wb-EN.ATM.PM25.MC.ZS.dataflat	188	11	Single level	Low variance	Low size change	Low data change
wb-EN.URB.LCTY.UR.ZS.dataflat	151	58	Single level	Low variance	Low size change	Low data change
wb-EN.URB.MCTY.TL.ZS.dataflat	115	58	Single level	Low variance	Low size change	Low data change
wb-IC.BUS.DISC.XQ.dataflat	184	13	Single level	Low variance	Low size change	Low data change
wb-IC.EXP.DOCS.dataflat	182	10	Single level	Low variance	Low size change	Low data change
wb-IC.IMP.DOCS.dataflat	182	10	Single level	Low variance	Low size change	Low data change
wb-IC.ISV.DURS.dataflat	166	15	Single level	Low variance	Low size change	Low data change
wb-IC.LGL.DURS.dataflat	189	15	Single level	Low variance	Low size change	Low data change
wb-IC.PRP.PROC.dataflat	185	14	Single level	Low variance	Low size change	Low data change
wb-IC.TAX.DURS.dataflat	188	13	Single level	Low variance	Low size change	Low data change
wb-IC.TAX.LABR.CP.ZS.dataflat	175	13	Single level	Low variance	Low size change	Low data change
wb-IC.WRH.PROC.dataflat	185	13	Single level	Low variance	Low size change	Low data change
wb-IQ.WEF.CUST.XQ.dataflat	147	11	Single level	Low variance	Low size change	Low data change
wb-IQ.WEF.PORT.XQ.dataflat	147	11	Single level	Low variance	Low size change	Low data change
wb-NE.CON.TOTL.ZS.dataflat	177	58	Single level	Low variance	Low size change	Low data change
wb-NE.DAB.TOTL.ZS.dataflat	177	58	Single level	Low variance	Low size change	Low data change
wb-SE.PRE.DURS.dataflat	208	48	Single level	Low variance	Low size change	Low data change
wb-SE.PRM.AGES.dataflat	208	48	Single level	Low variance	Low size change	Low data change
wb-SE.PRM.DURS.dataflat	208	48	Single level	Low variance	Low size change	Low data change
wb-SE.SEC.AGES.dataflat	208	48	Single level	Low variance	Low size change	Low data change
wb-SE.SEC.DURS.dataflat	205	48	Single level	Low variance	Low size change	Low data change
wb-SH.ANM.ALLW.ZS.dataflat	188	27	Single level	Low variance	Low size change	Low data change
wb-SH.ANM.CHLD.ZS.dataflat	188	27	Single level	Low variance	Low size change	Low data change
wb-SH.ANM.NPRG.ZS.dataflat	188	27	Single level	Low variance	Low size change	Low data change
wb-SH.DYN.AIDS.FE.ZS.dataflat	131	27	Single level	Low variance	Low size change	Low data change
wb-SH.DYN.MORT.dataflat	193	57	Single level	Low variance	Low size change	Low data change
wb-SH.DYN.NMRT.dataflat	193	57	Single level	Low variance	Low size change	Low data change
wb-SH.H2O.BASW.RU.ZS.dataflat	172	16	Single level	Low variance	Low size change	Low data change
wb-SH.H2O.BASW.UR.ZS.dataflat	179	16	Single level	Low variance	Low size change	Low data change
wb-SH.H2O.BASW.ZS.dataflat	215	16	Single level	Low variance	Low size change	Low data change
wb-SH.H2O.SMDW.ZS.dataflat	93	16	Single level	Low variance	Low size change	Low data change
wb-SH.PRG.ANEM.dataflat	188	27	Single level	Low variance	Low size change	Low data change
wb-SH.PRV.SMOK.dataflat	146	9	Single level	Low variance	Low size change	Low data change
wb-SH.PRV.SMOK.FE.dataflat	146	9	Single level	Low variance	Low size change	Low data change
wb-SH.PRV.SMOK.MA.dataflat	144	9	Single level	Low variance	Low size change	Low data change
wb-SH.STA.BASS.RU.ZS.dataflat	171	16	Single level	Low variance	Low size change	Low data change
wb-SH.STA.BASS.UR.ZS.dataflat	177	16	Single level	Low variance	Low size change	Low data change
wb-SH.STA.BASS.ZS.dataflat	212	16	Single level	Low variance	Low size change	Low data change
wb-SH.STA.SMSS.UR.ZS.dataflat	68	16	Single level	Low variance	Low size change	Low data change
wb-SH.STA.SMSS.ZS.dataflat	82	16	Single level	Low variance	Low size change	Low data change
wb-SH.TBS.DTEC.ZS.dataflat	205	17	Single level	Low variance	Low size change	Low data change
wb-SL.AGR.EMPL.FE.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.AGR.EMPL.MA.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.AGR.EMPL.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.1524.SP.FE.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.1524.SP.MA.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.1524.SP.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.SELF.FE.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.SELF.MA.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.SELF.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.TOTL.SP.FE.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.TOTL.SP.MA.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.TOTL.SP.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
wb-SL.EMP.VULN.FE.ZS.dataflat	187	27	Single level	Low variance	Low size change	Low data change
